precision: 49.76	recall: 24.34	FB1: 32.66	M_FB1: 32.69	accuracy: 86.77
precision: 39.98	recall: 18.62	FB1: 25.35	MFB1: 25.40	ACONTECIMENTO
precision: 66.02	recall: 13.21	FB1: 21.82	MFB1: 22.02	COISA
precision: 46.63	recall: 22.31	FB1: 30.07	MFB1: 30.18	ORGANIZACAO
precision: 51.30	recall: 34.07	FB1: 40.89	MFB1: 40.95	TEMPO
precision: 17.61	recall: 07.40	FB1: 09.87	MFB1: 10.42	OBRA
precision: 40.32	recall: 21.13	FB1: 27.35	MFB1: 27.73	VALOR
precision: 14.08	recall: 08.63	FB1: 10.04	MFB1: 10.70	OUTRO
precision: 57.05	recall: 22.42	FB1: 32.07	MFB1: 32.19	PESSOA
precision: 56.02	recall: 38.18	FB1: 45.26	MFB1: 45.41	LOCAL
precision: 36.71	recall: 07.40	FB1: 12.23	MFB1: 12.32	ABSTRACCAO
