processed 8223 tokens with 648 phrases; found: 14 phrases; correct: 5.
accuracy:  83.41%; precision:  35.71%; recall:   0.77%; FB1:   1.51
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   2.92%; FB1:   5.67  4
             OBRA: precision:  50.00%; recall:   8.33%; FB1:  14.29  2
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            TEMPO: precision:   0.00%; recall:   0.00%; FB1:   0.00  8
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
