precision: 50.97	recall: 42.88	FB1: 46.56	M_FB1: 46.57	accuracy: 89.56
precision: 45.48	recall: 15.30	FB1: 22.87	MFB1: 22.90	ACONTECIMENTO
precision: 28.03	recall: 03.21	FB1: 05.76	MFB1: 05.76	COISA
precision: 51.70	recall: 34.38	FB1: 41.02	MFB1: 41.30	ORGANIZACAO
precision: 79.27	recall: 50.21	FB1: 61.37	MFB1: 61.48	TEMPO
precision: 43.09	recall: 22.44	FB1: 28.45	MFB1: 29.51	OBRA
precision: 48.41	recall: 26.71	FB1: 34.06	MFB1: 34.43	VALOR
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OUTRO
precision: 50.31	recall: 63.74	FB1: 56.20	MFB1: 56.24	PESSOA
precision: 42.44	recall: 56.03	FB1: 48.27	MFB1: 48.30	LOCAL
precision: 19.77	recall: 02.75	FB1: 04.58	MFB1: 04.84	ABSTRACCAO
