precision: 50.67	recall: 42.45	FB1: 46.19	M_FB1: 46.20	accuracy: 89.52
precision: 47.40	recall: 14.62	FB1: 22.19	MFB1: 22.35	ACONTECIMENTO
precision: 21.63	recall: 02.32	FB1: 04.19	MFB1: 04.20	COISA
precision: 50.19	recall: 35.22	FB1: 41.02	MFB1: 41.40	ORGANIZACAO
precision: 79.98	recall: 50.12	FB1: 61.55	MFB1: 61.62	TEMPO
precision: 37.98	recall: 21.64	FB1: 26.49	MFB1: 27.57	OBRA
precision: 45.72	recall: 25.65	FB1: 32.54	MFB1: 32.86	VALOR
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OUTRO
precision: 49.83	recall: 63.21	FB1: 55.67	MFB1: 55.73	PESSOA
precision: 43.24	recall: 55.27	FB1: 48.47	MFB1: 48.52	LOCAL
precision: 27.36	recall: 02.96	FB1: 05.13	MFB1: 05.34	ABSTRACCAO
