processed 5206 tokens with 415 phrases; found: 452 phrases; correct: 90.
accuracy:  78.39%; precision:  19.91%; recall:  21.69%; FB1:  20.76
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
    ACONTECIMENTO: precision: 100.00%; recall:   4.55%; FB1:   8.70  1
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
            LOCAL: precision:  21.43%; recall:  44.44%; FB1:  28.92  112
             OBRA: precision:  14.29%; recall:   4.88%; FB1:   7.27  14
      ORGANIZACAO: precision:  15.09%; recall:  17.78%; FB1:  16.33  53
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  22.09%; recall:  27.94%; FB1:  24.68  172
            TEMPO: precision:  12.50%; recall:  24.44%; FB1:  16.54  88
            VALOR: precision:  66.67%; recall:  20.69%; FB1:  31.58  9
