processed 20567 tokens with 472 phrases; found: 204 phrases; correct: 151.
accuracy:  96.20%; precision:  74.02%; recall:  31.99%; FB1:  44.67
LOCAL_FISICO_AGUACURSO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_AGUAMASSA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_CONSTRUCAO: precision: 100.00%; recall:   9.09%; FB1:  16.67  3
LOCAL_HUMANO_DIVISAO: precision:  77.08%; recall:  34.91%; FB1:  48.05  48
LOCAL_HUMANO_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_PAIS: precision:  58.70%; recall:  51.92%; FB1:  55.10  46
LOCAL_HUMANO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
 LOCAL_HUMANO_RUA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_COMSOCIAL: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_SITIO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_ARTE_PINTURA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_FILME: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_LIVRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
ORGANIZACAO_INSTITUICAO_SUB: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_DATA: precision:  80.39%; recall:  44.81%; FB1:  57.54  102
TEMPO_TEMPO_CALEND_HORA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_INTERVALO: precision: 100.00%; recall:  20.00%; FB1:  33.33  2
