precision: 50.40	recall: 44.23	FB1: 47.10	M_FB1: 47.12	accuracy: 90.03
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 25.76	recall: 15.49	FB1: 18.79	MFB1: 19.35	ACONTECIMENTO_ORGANIZADO
precision: 39.68	recall: 30.44	FB1: 32.00	MFB1: 34.45	ORGANIZACAO_ADMINISTRACAO
precision: 71.53	recall: 62.47	FB1: 66.51	MFB1: 66.69	TEMPO_TEMPO_CALEND
precision: 02.22	recall: 01.85	FB1: 02.02	MFB1: 02.02	OBRA_ARTE
precision: 05.93	recall: 02.78	FB1: 03.50	MFB1: 03.78	COISA_OBJECTO
precision: 54.25	recall: 70.01	FB1: 60.67	MFB1: 61.13	PESSOA_INDIVIDUAL
precision: 16.71	recall: 08.86	FB1: 07.54	MFB1: 11.58	LOCAL_FISICO
precision: 48.90	recall: 66.11	FB1: 55.42	MFB1: 56.22	LOCAL_HUMANO
precision: 38.23	recall: 33.83	FB1: 34.13	MFB1: 35.89	ORGANIZACAO_INSTITUICAO
precision: 35.06	recall: 27.43	FB1: 28.66	MFB1: 30.78	OBRA_REPRODUZIDA
precision: 29.00	recall: 06.17	FB1: 09.55	MFB1: 10.17	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 12.93	recall: 04.21	FB1: 06.06	MFB1: 06.36	COISA_CLASSE
precision: 05.56	recall: 02.78	FB1: 03.70	MFB1: 03.70	ACONTECIMENTO_EVENTO
precision: 06.76	recall: 07.05	FB1: 05.17	MFB1: 06.90	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 18.33	recall: 08.17	FB1: 10.67	MFB1: 11.30	LOCAL_VIRTUAL
precision: 30.40	recall: 16.26	FB1: 19.54	MFB1: 21.19	PESSOA_GRUPOMEMBRO
precision: 50.00	recall: 18.05	FB1: 25.76	MFB1: 26.53	ABSTRACCAO_ESTADO
precision: 12.72	recall: 02.90	FB1: 04.56	MFB1: 04.72	ABSTRACCAO_DISCIPLINA
precision: 23.46	recall: 08.88	FB1: 12.27	MFB1: 12.88	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 49.25	recall: 48.21	FB1: 47.81	MFB1: 48.73	VALOR_QUANTIDADE
precision: 48.21	recall: 20.71	FB1: 27.54	MFB1: 28.98	TEMPO_FREQUENCIA
precision: 68.26	recall: 51.56	FB1: 57.29	MFB1: 58.75	VALOR_MOEDA
precision: 38.50	recall: 12.85	FB1: 18.81	MFB1: 19.27	ACONTECIMENTO_EFEMERIDE
precision: 08.33	recall: 02.38	FB1: 03.70	MFB1: 03.70	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 16.64	recall: 08.28	FB1: 10.81	MFB1: 11.06	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 50.43	recall: 20.33	FB1: 25.78	MFB1: 28.98	OBRA_PLANO
precision: 44.23	recall: 23.16	FB1: 29.82	MFB1: 30.40	PESSOA_CARGO
