precision: 29.55	recall: 28.11	FB1: 28.75	M_FB1: 28.81	accuracy: 82.04
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 23.33	recall: 05.46	FB1: 08.79	MFB1: 08.85	ACONTECIMENTO_ORGANIZADO
precision: 33.94	recall: 09.13	FB1: 13.83	MFB1: 14.39	ORGANIZACAO_ADMINISTRACAO
precision: 28.07	recall: 37.92	FB1: 31.73	MFB1: 32.26	TEMPO_TEMPO_CALEND
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_FREQUENCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OBJECTO
precision: 36.82	recall: 50.95	FB1: 42.48	MFB1: 42.75	PESSOA_INDIVIDUAL
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO
precision: 26.94	recall: 53.02	FB1: 35.54	MFB1: 35.73	LOCAL_HUMANO
precision: 17.81	recall: 13.38	FB1: 13.72	MFB1: 15.28	ORGANIZACAO_INSTITUICAO
precision: 21.33	recall: 11.78	FB1: 14.65	MFB1: 15.18	OBRA_REPRODUZIDA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 18.25	recall: 03.57	FB1: 05.72	MFB1: 05.98	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL
precision: 14.90	recall: 03.31	FB1: 05.13	MFB1: 05.42	PESSOA_GRUPOMEMBRO
precision: 10.00	recall: 00.62	FB1: 01.18	MFB1: 01.18	ABSTRACCAO_DISCIPLINA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 21.53	recall: 13.89	FB1: 16.26	MFB1: 16.89	VALOR_QUANTIDADE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 26.67	recall: 14.02	FB1: 18.01	MFB1: 18.38	VALOR_MOEDA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 05.00	recall: 00.30	FB1: 00.57	MFB1: 00.57	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EFEMERIDE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 16.67	recall: 01.02	FB1: 01.92	MFB1: 01.92	OBRA_PLANO
precision: 10.00	recall: 01.25	FB1: 02.22	MFB1: 02.22	PESSOA_CARGO
