precision: 50.30	recall: 42.50	FB1: 46.05	M_FB1: 46.07	accuracy: 89.28
precision: 30.84	recall: 13.83	FB1: 18.67	MFB1: 19.10	ACONTECIMENTO
precision: 13.00	recall: 01.74	FB1: 02.98	MFB1: 03.07	COISA
precision: 48.68	recall: 36.74	FB1: 41.40	MFB1: 41.88	ORGANIZACAO
precision: 76.70	recall: 50.36	FB1: 60.59	MFB1: 60.80	TEMPO
precision: 34.01	recall: 23.07	FB1: 26.07	MFB1: 27.49	OBRA
precision: 43.42	recall: 26.95	FB1: 32.55	MFB1: 33.26	VALOR
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OUTRO
precision: 46.69	recall: 59.60	FB1: 51.48	MFB1: 52.36	PESSOA
precision: 47.27	recall: 52.69	FB1: 49.64	MFB1: 49.83	LOCAL
precision: 13.75	recall: 02.35	FB1: 03.91	MFB1: 04.01	ABSTRACCAO
