processed 8998 tokens with 711 phrases; found: 649 phrases; correct: 360.
accuracy:  92.05%; precision:  55.47%; recall:  50.63%; FB1:  52.94
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  7
    ACONTECIMENTO: precision:  60.71%; recall:  47.22%; FB1:  53.12  28
            COISA: precision:  86.67%; recall:  24.53%; FB1:  38.24  15
            LOCAL: precision:  49.28%; recall:  54.84%; FB1:  51.91  138
             OBRA: precision:  36.36%; recall:  18.75%; FB1:  24.74  33
      ORGANIZACAO: precision:  41.90%; recall:  44.90%; FB1:  43.35  105
            OUTRO: precision: 100.00%; recall:  20.00%; FB1:  33.33  1
           PESSOA: precision:  53.46%; recall:  69.05%; FB1:  60.26  217
            TEMPO: precision:  90.59%; recall:  66.96%; FB1:  77.00  85
            VALOR: precision:  60.00%; recall:  60.00%; FB1:  60.00  20
