precision: 52.86	recall: 49.09	FB1: 50.90	M_FB1: 50.90	accuracy: 90.81
precision: 60.23	recall: 27.64	FB1: 37.83	MFB1: 37.89	ACONTECIMENTO
precision: 23.45	recall: 09.38	FB1: 13.13	MFB1: 13.40	COISA
precision: 57.93	recall: 41.87	FB1: 48.25	MFB1: 48.61	ORGANIZACAO
precision: 70.26	recall: 58.16	FB1: 63.59	MFB1: 63.64	TEMPO
precision: 40.27	recall: 22.22	FB1: 28.05	MFB1: 28.63	OBRA
precision: 56.62	recall: 50.30	FB1: 52.96	MFB1: 53.27	VALOR
precision: 52.68	recall: 18.62	FB1: 26.95	MFB1: 27.52	OUTRO
precision: 51.44	recall: 67.74	FB1: 58.40	MFB1: 58.48	PESSOA
precision: 48.12	recall: 59.45	FB1: 53.15	MFB1: 53.19	LOCAL
precision: 20.79	recall: 07.03	FB1: 10.29	MFB1: 10.51	ABSTRACCAO
