processed 7982 tokens with 721 phrases; found: 630 phrases; correct: 319.
accuracy:  88.46%; precision:  50.63%; recall:  44.24%; FB1:  47.22
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  5
            COISA: precision: 100.00%; recall:   6.90%; FB1:  12.90  2
            LOCAL: precision:  45.26%; recall:  49.60%; FB1:  47.33  137
             OBRA: precision:  48.94%; recall:  50.00%; FB1:  49.46  47
      ORGANIZACAO: precision:  49.45%; recall:  39.13%; FB1:  43.69  91
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  47.33%; recall:  66.86%; FB1:  55.42  243
            TEMPO: precision:  77.63%; recall:  47.20%; FB1:  58.71  76
            VALOR: precision:  50.00%; recall:  29.55%; FB1:  37.14  26
