processed 9349 tokens with 849 phrases; found: 892 phrases; correct: 291.
accuracy:  81.71%; precision:  32.62%; recall:  34.28%; FB1:  33.43
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
    ACONTECIMENTO: precision: 100.00%; recall:   6.67%; FB1:  12.50  3
            COISA: precision:  50.00%; recall:   2.63%; FB1:   5.00  2
            LOCAL: precision:  26.07%; recall:  48.91%; FB1:  34.01  257
             OBRA: precision:  28.57%; recall:   6.90%; FB1:  11.11  21
      ORGANIZACAO: precision:  26.67%; recall:  35.00%; FB1:  30.27  105
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  41.79%; recall:  47.06%; FB1:  44.27  268
            TEMPO: precision:  32.88%; recall:  46.15%; FB1:  38.40  219
            VALOR: precision:  12.50%; recall:   8.33%; FB1:  10.00  16
