processed 10105 tokens with 690 phrases; found: 557 phrases; correct: 273.
accuracy:  91.46%; precision:  49.01%; recall:  39.57%; FB1:  43.79
       ABSTRACCAO: precision:  22.22%; recall:   3.23%; FB1:   5.63  9
    ACONTECIMENTO: precision: 100.00%; recall:   4.55%; FB1:   8.70  1
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  7
            LOCAL: precision:  57.89%; recall:  59.06%; FB1:  58.47  152
             OBRA: precision:  46.15%; recall:  44.44%; FB1:  45.28  26
      ORGANIZACAO: precision:  33.93%; recall:  32.20%; FB1:  33.04  56
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  44.21%; recall:  60.80%; FB1:  51.20  242
            TEMPO: precision:  77.08%; recall:  31.36%; FB1:  44.58  48
            VALOR: precision:  43.75%; recall:  38.89%; FB1:  41.18  16
