processed 17465 tokens with 1477 phrases; found: 1318 phrases; correct: 777.
accuracy:  92.84%; precision:  58.95%; recall:  52.61%; FB1:  55.60
       ABSTRACCAO: precision:  62.07%; recall:  18.95%; FB1:  29.03  29
    ACONTECIMENTO: precision:  67.57%; recall:  32.47%; FB1:  43.86  37
            COISA: precision:  55.00%; recall:  12.64%; FB1:  20.56  20
            LOCAL: precision:  49.25%; recall:  64.06%; FB1:  55.69  333
             OBRA: precision:  30.77%; recall:  34.04%; FB1:  32.32  52
      ORGANIZACAO: precision:  56.41%; recall:  41.90%; FB1:  48.09  156
            OUTRO: precision: 100.00%; recall:   8.33%; FB1:  15.38  1
           PESSOA: precision:  61.17%; recall:  73.43%; FB1:  66.74  479
            TEMPO: precision:  80.90%; recall:  59.50%; FB1:  68.57  178
            VALOR: precision:  51.52%; recall:  32.69%; FB1:  40.00  33
