processed 3856 tokens with 379 phrases; found: 341 phrases; correct: 185.
accuracy:  89.68%; precision:  54.25%; recall:  48.81%; FB1:  51.39
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
    ACONTECIMENTO: precision:  50.00%; recall:   6.25%; FB1:  11.11  2
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
            LOCAL: precision:  47.13%; recall:  65.08%; FB1:  54.67  87
             OBRA: precision:  72.22%; recall:  31.71%; FB1:  44.07  18
      ORGANIZACAO: precision:  59.65%; recall:  53.12%; FB1:  56.20  57
            OUTRO: precision: 100.00%; recall:  50.00%; FB1:  66.67  1
           PESSOA: precision:  51.35%; recall:  63.33%; FB1:  56.72  111
            TEMPO: precision:  71.43%; recall:  49.30%; FB1:  58.33  49
            VALOR: precision:  37.50%; recall:  27.27%; FB1:  31.58  8
