precision: 71.10	recall: 38.80	FB1: 49.92	M_FB1: 50.20	accuracy: 96.05
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_ILHA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_OBRA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_TEATRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_LIVRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_COMSOCIAL
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_FILME
precision: 29.00	recall: 07.02	FB1: 10.95	MFB1: 11.30	LOCAL_HUMANO_CONSTRUCAO
precision: 22.22	recall: 06.03	FB1: 09.13	MFB1: 09.49	TEMPO_TEMPO_CALEND_HORA
precision: 33.33	recall: 07.50	FB1: 12.22	MFB1: 12.24	LOCAL_FISICO_RELEVO
precision: 41.25	recall: 14.78	FB1: 20.99	MFB1: 21.77	LOCAL_HUMANO_RUA
precision: 50.00	recall: 07.31	FB1: 12.70	MFB1: 12.76	OBRA_REPRODUZIDA_MUSICA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_EDIFICIO
precision: 33.33	recall: 27.78	FB1: 30.00	MFB1: 30.30	LOCAL_HUMANO_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ORGANIZACAO_EMPRESA_SUB
precision: 63.75	recall: 39.95	FB1: 45.56	MFB1: 49.12	TEMPO_TEMPO_CALEND_INTERVALO
precision: 66.67	recall: 16.67	FB1: 26.67	MFB1: 26.67	LOCAL_FISICO_AGUACURSO
precision: 73.22	recall: 53.81	FB1: 61.65	MFB1: 62.03	TEMPO_TEMPO_CALEND_DATA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_PLANETA
precision: 73.88	recall: 51.20	FB1: 59.90	MFB1: 60.48	LOCAL_HUMANO_PAIS
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_SITIO
precision: 22.22	recall: 11.69	FB1: 14.78	MFB1: 15.32	LOCAL_HUMANO_REGIAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ORGANIZACAO_ADMINISTRACAO_SUB
precision: 16.67	recall: 02.78	FB1: 04.76	MFB1: 04.76	ORGANIZACAO_INSTITUICAO_SUB
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_PROGRAMA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_PINTURA
precision: 16.67	recall: 05.55	FB1: 08.33	MFB1: 08.33	LOCAL_FISICO_AGUAMASSA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_CONSTRUCAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_REGIAO
precision: 72.55	recall: 39.48	FB1: 50.05	MFB1: 51.14	LOCAL_HUMANO_DIVISAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_OUTRO
