precision: 51.67	recall: 43.51	FB1: 47.23	M_FB1: 47.24	accuracy: 89.51
precision: 29.46	recall: 12.37	FB1: 16.91	MFB1: 17.42	ACONTECIMENTO
precision: 17.83	recall: 02.33	FB1: 03.88	MFB1: 04.12	COISA
precision: 47.36	recall: 35.55	FB1: 40.21	MFB1: 40.62	ORGANIZACAO
precision: 80.17	recall: 53.66	FB1: 63.65	MFB1: 64.29	TEMPO
precision: 37.62	recall: 25.55	FB1: 29.31	MFB1: 30.43	OBRA
precision: 47.02	recall: 31.53	FB1: 36.98	MFB1: 37.75	VALOR
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OUTRO
precision: 49.05	recall: 62.45	FB1: 54.53	MFB1: 54.95	PESSOA
precision: 49.23	recall: 53.98	FB1: 51.21	MFB1: 51.50	LOCAL
precision: 02.22	recall: 00.36	FB1: 00.62	MFB1: 00.63	ABSTRACCAO
