precision: 50.33	recall: 39.58	FB1: 44.27	M_FB1: 44.31	accuracy: 89.18
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 34.04	recall: 19.77	FB1: 22.57	MFB1: 25.02	ACONTECIMENTO_ORGANIZADO
precision: 48.72	recall: 27.40	FB1: 34.16	MFB1: 35.08	ORGANIZACAO_ADMINISTRACAO
precision: 76.54	recall: 61.22	FB1: 67.59	MFB1: 68.03	TEMPO_TEMPO_CALEND
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE
precision: 44.44	recall: 06.37	FB1: 11.02	MFB1: 11.14	TEMPO_FREQUENCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OBJECTO
precision: 48.39	recall: 66.91	FB1: 54.90	MFB1: 56.16	PESSOA_INDIVIDUAL
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO
precision: 50.63	recall: 59.45	FB1: 54.01	MFB1: 54.68	LOCAL_HUMANO
precision: 39.71	recall: 29.80	FB1: 33.09	MFB1: 34.05	ORGANIZACAO_INSTITUICAO
precision: 30.82	recall: 27.89	FB1: 27.98	MFB1: 29.29	OBRA_REPRODUZIDA
precision: 25.00	recall: 02.30	FB1: 04.21	MFB1: 04.22	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 20.44	recall: 07.82	FB1: 10.77	MFB1: 11.31	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 11.11	recall: 01.23	FB1: 02.22	MFB1: 02.22	LOCAL_VIRTUAL
precision: 19.90	recall: 05.43	FB1: 07.71	MFB1: 08.53	PESSOA_GRUPOMEMBRO
precision: 21.25	recall: 05.71	FB1: 07.98	MFB1: 09.00	ABSTRACCAO_DISCIPLINA
precision: 15.00	recall: 07.38	FB1: 09.25	MFB1: 09.89	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 44.92	recall: 30.85	FB1: 35.10	MFB1: 36.58	VALOR_QUANTIDADE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 44.63	recall: 21.95	FB1: 26.31	MFB1: 29.43	VALOR_MOEDA
precision: 22.70	recall: 11.99	FB1: 15.22	MFB1: 15.69	ACONTECIMENTO_EFEMERIDE
precision: 21.53	recall: 17.43	FB1: 19.03	MFB1: 19.26	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 02.50	recall: 00.56	FB1: 00.91	MFB1: 00.91	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 14.40	recall: 10.58	FB1: 12.01	MFB1: 12.20	OBRA_PLANO
precision: 44.60	recall: 24.06	FB1: 29.32	MFB1: 31.26	PESSOA_CARGO
