processed 20766 tokens with 1888 phrases; found: 571 phrases; correct: 273.
accuracy:  84.54%; precision:  47.81%; recall:  14.46%; FB1:  22.20
       ABSTRACCAO: precision:  25.00%; recall:   2.78%; FB1:   5.00  8
    ACONTECIMENTO: precision:  50.00%; recall:  10.45%; FB1:  17.28  14
            COISA: precision: 100.00%; recall:  12.24%; FB1:  21.82  12
            LOCAL: precision:  56.85%; recall:  29.12%; FB1:  38.52  146
             OBRA: precision:  40.00%; recall:   6.02%; FB1:  10.47  25
      ORGANIZACAO: precision:  54.93%; recall:  13.54%; FB1:  21.73  71
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
           PESSOA: precision:  50.54%; recall:   9.96%; FB1:  16.64  93
            TEMPO: precision:  34.73%; recall:  18.65%; FB1:  24.27  167
            VALOR: precision:  51.72%; recall:  13.89%; FB1:  21.90  29
