processed 6918 tokens with 673 phrases; found: 638 phrases; correct: 356.
accuracy:  90.46%; precision:  55.80%; recall:  52.90%; FB1:  54.31
       ABSTRACCAO: precision:   7.69%; recall:   5.00%; FB1:   6.06  13
    ACONTECIMENTO: precision: 100.00%; recall:   8.00%; FB1:  14.81  2
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  11
            LOCAL: precision:  49.58%; recall:  60.82%; FB1:  54.63  119
             OBRA: precision:  57.58%; recall:  34.55%; FB1:  43.18  33
      ORGANIZACAO: precision:  50.00%; recall:  48.94%; FB1:  49.46  92
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
           PESSOA: precision:  62.50%; recall:  69.38%; FB1:  65.76  232
            TEMPO: precision:  71.15%; recall:  67.89%; FB1:  69.48  104
            VALOR: precision:  33.33%; recall:  34.48%; FB1:  33.90  30
