processed 6218 tokens with 595 phrases; found: 576 phrases; correct: 208.
accuracy:  82.65%; precision:  36.11%; recall:  34.96%; FB1:  35.53
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision: 100.00%; recall:  13.04%; FB1:  23.08  6
            COISA: precision:  20.00%; recall:   3.70%; FB1:   6.25  5
            LOCAL: precision:  34.32%; recall:  47.15%; FB1:  39.73  169
             OBRA: precision:  54.55%; recall:  18.75%; FB1:  27.91  11
      ORGANIZACAO: precision:  12.96%; recall:  13.73%; FB1:  13.33  54
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  37.50%; recall:  42.62%; FB1:  39.90  208
            TEMPO: precision:  44.04%; recall:  49.48%; FB1:  46.60  109
            VALOR: precision:  28.57%; recall:  21.05%; FB1:  24.24  14
