precision: 57.12	recall: 39.55	FB1: 46.71	M_FB1: 46.73	accuracy: 89.23
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 67.94	recall: 35.02	FB1: 45.79	MFB1: 46.22	ACONTECIMENTO_ORGANIZADO
precision: 52.04	recall: 34.32	FB1: 40.67	MFB1: 41.36	ORGANIZACAO_ADMINISTRACAO
precision: 74.07	recall: 59.30	FB1: 65.76	MFB1: 65.86	TEMPO_TEMPO_CALEND
precision: 25.00	recall: 01.92	FB1: 03.57	MFB1: 03.57	OBRA_ARTE
precision: 25.00	recall: 01.67	FB1: 03.12	MFB1: 03.13	COISA_OBJECTO
precision: 58.60	recall: 61.55	FB1: 59.95	MFB1: 60.04	PESSOA_INDIVIDUAL
precision: 40.00	recall: 07.52	FB1: 12.51	MFB1: 12.66	LOCAL_FISICO
precision: 50.25	recall: 61.53	FB1: 54.97	MFB1: 55.32	LOCAL_HUMANO
precision: 58.35	recall: 34.64	FB1: 42.60	MFB1: 43.47	ORGANIZACAO_INSTITUICAO
precision: 42.08	recall: 12.96	FB1: 18.44	MFB1: 19.82	OBRA_REPRODUZIDA
precision: 25.00	recall: 02.73	FB1: 04.91	MFB1: 04.91	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 34.45	recall: 10.87	FB1: 16.42	MFB1: 16.53	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 25.00	recall: 03.25	FB1: 05.76	MFB1: 05.76	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL
precision: 57.82	recall: 18.58	FB1: 27.93	MFB1: 28.12	PESSOA_GRUPOMEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 16.67	recall: 02.78	FB1: 04.76	MFB1: 04.76	ABSTRACCAO_DISCIPLINA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 29.28	recall: 18.26	FB1: 21.81	MFB1: 22.50	VALOR_QUANTIDADE
precision: 50.00	recall: 06.11	FB1: 10.88	MFB1: 10.89	TEMPO_FREQUENCIA
precision: 82.50	recall: 16.11	FB1: 24.91	MFB1: 26.95	VALOR_MOEDA
precision: 25.00	recall: 06.52	FB1: 10.35	MFB1: 10.35	ACONTECIMENTO_EFEMERIDE
precision: 70.83	recall: 07.94	FB1: 14.22	MFB1: 14.28	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 51.51	recall: 09.88	FB1: 16.36	MFB1: 16.57	ORGANIZACAO_EMPRESA
precision: 33.33	recall: 16.67	FB1: 22.22	MFB1: 22.22	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 36.67	recall: 09.19	FB1: 13.87	MFB1: 14.70	OBRA_PLANO
precision: 65.73	recall: 19.75	FB1: 29.60	MFB1: 30.38	PESSOA_CARGO
