processed 3029 tokens with 335 phrases; found: 310 phrases; correct: 175.
accuracy:  86.23%; precision:  56.45%; recall:  52.24%; FB1:  54.26
       ABSTRACCAO: precision:  33.33%; recall:  16.67%; FB1:  22.22  3
    ACONTECIMENTO: precision:  50.00%; recall:  26.32%; FB1:  34.48  10
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
            LOCAL: precision:  51.85%; recall:  49.12%; FB1:  50.45  54
             OBRA: precision:  21.43%; recall:  27.27%; FB1:  24.00  14
      ORGANIZACAO: precision:  54.76%; recall:  52.27%; FB1:  53.49  42
            OUTRO: precision: 100.00%; recall:  33.33%; FB1:  50.00  1
           PESSOA: precision:  61.82%; recall:  63.55%; FB1:  62.67  110
            TEMPO: precision:  61.90%; recall:  60.00%; FB1:  60.94  63
            VALOR: precision:  58.33%; recall:  38.89%; FB1:  46.67  12
