processed 8810 tokens with 711 phrases; found: 23 phrases; correct: 3.
accuracy:  83.46%; precision:  13.04%; recall:   0.42%; FB1:   0.82
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   0.81%; FB1:   1.60  1
             OBRA: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
            TEMPO: precision:  11.11%; recall:   1.74%; FB1:   3.01  18
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
