processed 5022 tokens with 459 phrases; found: 443 phrases; correct: 139.
accuracy:  81.36%; precision:  31.38%; recall:  30.28%; FB1:  30.82
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision: 100.00%; recall:  10.00%; FB1:  18.18  1
            COISA: precision:  30.00%; recall:   8.11%; FB1:  12.77  10
            LOCAL: precision:  33.05%; recall:  48.15%; FB1:  39.20  118
             OBRA: precision:  50.00%; recall:   7.69%; FB1:  13.33  4
      ORGANIZACAO: precision:  23.40%; recall:  16.18%; FB1:  19.13  47
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  40.54%; recall:  43.48%; FB1:  41.96  148
            TEMPO: precision:  22.22%; recall:  35.48%; FB1:  27.33  99
            VALOR: precision:   6.25%; recall:   4.55%; FB1:   5.26  16
