precision: 25.85	recall: 22.87	FB1: 24.20	M_FB1: 24.27	accuracy: 86.06
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 29.61	recall: 36.63	FB1: 32.24	MFB1: 32.75	ACONTECIMENTO_ORGANIZADO
precision: 40.86	recall: 36.21	FB1: 36.72	MFB1: 38.39	ORGANIZACAO_ADMINISTRACAO
precision: 29.73	recall: 35.82	FB1: 32.31	MFB1: 32.49	TEMPO_TEMPO_CALEND
precision: 03.57	recall: 01.92	FB1: 02.50	MFB1: 02.50	OBRA_ARTE
precision: 17.43	recall: 15.24	FB1: 15.62	MFB1: 16.26	TEMPO_FREQUENCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OBJECTO
precision: 30.14	recall: 19.86	FB1: 23.84	MFB1: 23.94	PESSOA_INDIVIDUAL
precision: 23.67	recall: 12.46	FB1: 15.95	MFB1: 16.33	LOCAL_FISICO
precision: 43.87	recall: 39.31	FB1: 41.38	MFB1: 41.46	LOCAL_HUMANO
precision: 24.28	recall: 19.44	FB1: 21.15	MFB1: 21.59	ORGANIZACAO_INSTITUICAO
precision: 02.87	recall: 02.94	FB1: 02.82	MFB1: 02.91	OBRA_REPRODUZIDA
precision: 08.88	recall: 15.23	FB1: 11.02	MFB1: 11.22	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 44.34	recall: 16.73	FB1: 24.10	MFB1: 24.29	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 02.50	recall: 06.25	FB1: 03.57	MFB1: 03.57	PESSOA_POVO
precision: 17.71	recall: 08.00	FB1: 09.20	MFB1: 11.02	LOCAL_VIRTUAL
precision: 26.78	recall: 20.16	FB1: 22.98	MFB1: 23.00	PESSOA_GRUPOMEMBRO
precision: 18.38	recall: 10.49	FB1: 13.32	MFB1: 13.35	ABSTRACCAO_DISCIPLINA
precision: 01.56	recall: 02.08	FB1: 01.78	MFB1: 01.79	TEMPO_DURACAO
precision: 05.00	recall: 05.55	FB1: 05.26	MFB1: 05.26	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 13.46	recall: 16.86	FB1: 14.92	MFB1: 14.97	VALOR_QUANTIDADE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 01.25	recall: 01.67	FB1: 01.43	MFB1: 01.43	VALOR_MOEDA
precision: 03.70	recall: 04.35	FB1: 04.00	MFB1: 04.00	ACONTECIMENTO_EFEMERIDE
precision: 53.89	recall: 10.66	FB1: 16.89	MFB1: 17.80	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 22.80	recall: 06.06	FB1: 09.29	MFB1: 09.58	ORGANIZACAO_EMPRESA
precision: 100.00	recall: 62.04	FB1: 68.57	MFB1: 76.57	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 12.53	recall: 11.57	FB1: 10.93	MFB1: 12.03	OBRA_PLANO
precision: 10.91	recall: 11.26	FB1: 10.87	MFB1: 11.08	PESSOA_CARGO
