precision: 51.34	recall: 44.21	FB1: 47.50	M_FB1: 47.51	accuracy: 89.82
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 43.82	recall: 24.76	FB1: 30.80	MFB1: 31.64	ACONTECIMENTO_ORGANIZADO
precision: 46.55	recall: 35.67	FB1: 39.25	MFB1: 40.39	ORGANIZACAO_ADMINISTRACAO
precision: 73.50	recall: 63.99	FB1: 68.33	MFB1: 68.42	TEMPO_TEMPO_CALEND
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE
precision: 05.05	recall: 03.14	FB1: 03.79	MFB1: 03.87	COISA_OBJECTO
precision: 58.77	recall: 71.00	FB1: 64.22	MFB1: 64.31	PESSOA_INDIVIDUAL
precision: 18.12	recall: 08.83	FB1: 11.87	MFB1: 11.87	LOCAL_FISICO
precision: 47.03	recall: 64.23	FB1: 54.08	MFB1: 54.30	LOCAL_HUMANO
precision: 46.77	recall: 38.49	FB1: 42.10	MFB1: 42.23	ORGANIZACAO_INSTITUICAO
precision: 43.49	recall: 26.79	FB1: 30.94	MFB1: 33.16	OBRA_REPRODUZIDA
precision: 09.38	recall: 03.00	FB1: 04.54	MFB1: 04.55	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 19.03	recall: 10.70	FB1: 13.68	MFB1: 13.70	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 20.24	recall: 05.18	FB1: 08.15	MFB1: 08.25	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 18.75	recall: 03.83	FB1: 06.35	MFB1: 06.37	LOCAL_VIRTUAL
precision: 32.66	recall: 18.84	FB1: 23.11	MFB1: 23.90	PESSOA_GRUPOMEMBRO
precision: 15.28	recall: 32.50	FB1: 20.54	MFB1: 20.78	ABSTRACCAO_ESTADO
precision: 02.50	recall: 00.69	FB1: 01.09	MFB1: 01.09	ABSTRACCAO_DISCIPLINA
precision: 08.33	recall: 02.08	FB1: 03.33	MFB1: 03.33	TEMPO_DURACAO
precision: 12.50	recall: 06.25	FB1: 08.33	MFB1: 08.33	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 39.02	recall: 41.14	FB1: 39.72	MFB1: 40.05	VALOR_QUANTIDADE
precision: 58.63	recall: 15.62	FB1: 24.16	MFB1: 24.67	TEMPO_FREQUENCIA
precision: 54.17	recall: 27.56	FB1: 33.26	MFB1: 36.53	VALOR_MOEDA
precision: 63.19	recall: 15.87	FB1: 24.38	MFB1: 25.36	ACONTECIMENTO_EFEMERIDE
precision: 57.74	recall: 10.66	FB1: 17.69	MFB1: 18.00	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 29.73	recall: 07.95	FB1: 12.30	MFB1: 12.55	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 23.75	recall: 04.01	FB1: 06.73	MFB1: 06.87	OBRA_PLANO
precision: 49.33	recall: 23.54	FB1: 31.13	MFB1: 31.87	PESSOA_CARGO
