precision: 51.49	recall: 40.40	FB1: 45.26	M_FB1: 45.27	accuracy: 89.24
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 34.65	recall: 16.79	FB1: 21.90	MFB1: 22.62	ACONTECIMENTO_ORGANIZADO
precision: 53.92	recall: 27.86	FB1: 36.02	MFB1: 36.74	ORGANIZACAO_ADMINISTRACAO
precision: 81.26	recall: 66.30	FB1: 72.91	MFB1: 73.03	TEMPO_TEMPO_CALEND
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE
precision: 75.00	recall: 06.29	FB1: 11.46	MFB1: 11.60	TEMPO_FREQUENCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OBJECTO
precision: 49.51	recall: 68.32	FB1: 57.33	MFB1: 57.41	PESSOA_INDIVIDUAL
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO
precision: 49.25	recall: 56.61	FB1: 52.18	MFB1: 52.67	LOCAL_HUMANO
precision: 44.82	recall: 29.74	FB1: 35.22	MFB1: 35.75	ORGANIZACAO_INSTITUICAO
precision: 33.84	recall: 30.91	FB1: 31.05	MFB1: 32.31	OBRA_REPRODUZIDA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 26.48	recall: 07.07	FB1: 11.12	MFB1: 11.16	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 12.50	recall: 04.17	FB1: 06.25	MFB1: 06.25	LOCAL_VIRTUAL
precision: 33.12	recall: 12.92	FB1: 18.37	MFB1: 18.59	PESSOA_GRUPOMEMBRO
precision: 18.33	recall: 02.06	FB1: 03.69	MFB1: 03.71	ABSTRACCAO_DISCIPLINA
precision: 31.25	recall: 12.10	FB1: 16.45	MFB1: 17.44	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 38.23	recall: 24.32	FB1: 29.63	MFB1: 29.73	VALOR_QUANTIDADE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 65.33	recall: 28.32	FB1: 39.19	MFB1: 39.51	VALOR_MOEDA
precision: 12.88	recall: 08.80	FB1: 10.26	MFB1: 10.45	ACONTECIMENTO_EFEMERIDE
precision: 67.22	recall: 21.69	FB1: 32.13	MFB1: 32.80	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 31.25	recall: 02.41	FB1: 04.46	MFB1: 04.47	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 13.93	recall: 08.34	FB1: 09.94	MFB1: 10.43	OBRA_PLANO
precision: 51.88	recall: 21.75	FB1: 30.39	MFB1: 30.66	PESSOA_CARGO
