precision: 25.34	recall: 24.25	FB1: 24.71	M_FB1: 24.79	accuracy: 86.17
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 23.42	recall: 26.76	FB1: 23.98	MFB1: 24.98	ACONTECIMENTO_ORGANIZADO
precision: 33.81	recall: 33.82	FB1: 31.11	MFB1: 33.82	ORGANIZACAO_ADMINISTRACAO
precision: 23.78	recall: 34.25	FB1: 27.99	MFB1: 28.07	TEMPO_TEMPO_CALEND
precision: 08.33	recall: 06.48	FB1: 06.94	MFB1: 07.29	OBRA_ARTE
precision: 05.43	recall: 18.83	FB1: 07.25	MFB1: 08.43	TEMPO_FREQUENCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OBJECTO
precision: 30.40	recall: 21.21	FB1: 24.82	MFB1: 24.99	PESSOA_INDIVIDUAL
precision: 23.32	recall: 22.91	FB1: 21.57	MFB1: 23.11	LOCAL_FISICO
precision: 50.02	recall: 44.13	FB1: 46.43	MFB1: 46.89	LOCAL_HUMANO
precision: 21.79	recall: 18.61	FB1: 19.63	MFB1: 20.07	ORGANIZACAO_INSTITUICAO
precision: 04.52	recall: 05.01	FB1: 04.40	MFB1: 04.75	OBRA_REPRODUZIDA
precision: 07.74	recall: 19.96	FB1: 10.48	MFB1: 11.16	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 34.13	recall: 13.62	FB1: 18.04	MFB1: 19.47	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 09.44	recall: 11.23	FB1: 09.74	MFB1: 10.26	LOCAL_VIRTUAL
precision: 22.79	recall: 17.72	FB1: 18.92	MFB1: 19.94	PESSOA_GRUPOMEMBRO
precision: 17.97	recall: 11.82	FB1: 13.11	MFB1: 14.26	ABSTRACCAO_DISCIPLINA
precision: 02.00	recall: 02.00	FB1: 02.00	MFB1: 02.00	TEMPO_DURACAO
precision: 33.93	recall: 38.49	FB1: 34.70	MFB1: 36.07	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 19.32	recall: 22.68	FB1: 20.35	MFB1: 20.86	VALOR_QUANTIDADE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_ESTADO
precision: 10.56	recall: 07.08	FB1: 06.69	MFB1: 08.48	VALOR_MOEDA
precision: 12.46	recall: 10.21	FB1: 10.95	MFB1: 11.23	ACONTECIMENTO_EFEMERIDE
precision: 15.00	recall: 08.07	FB1: 10.20	MFB1: 10.49	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 18.30	recall: 06.29	FB1: 09.17	MFB1: 09.36	ORGANIZACAO_EMPRESA
precision: 100.00	recall: 71.67	FB1: 80.48	MFB1: 83.49	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 09.26	recall: 18.83	FB1: 11.20	MFB1: 12.42	OBRA_PLANO
precision: 13.26	recall: 18.13	FB1: 14.86	MFB1: 15.32	PESSOA_CARGO
