processed 20567 tokens with 472 phrases; found: 296 phrases; correct: 187.
accuracy:  96.40%; precision:  63.18%; recall:  39.62%; FB1:  48.70
LOCAL_FISICO_AGUACURSO: precision: 100.00%; recall:  50.00%; FB1:  66.67  1
LOCAL_FISICO_AGUAMASSA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_FISICO_REGIAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_HUMANO_CONSTRUCAO: precision:  83.33%; recall:  15.15%; FB1:  25.64  6
LOCAL_HUMANO_DIVISAO: precision:  57.33%; recall:  40.57%; FB1:  47.51  75
LOCAL_HUMANO_OUTRO: precision: 100.00%; recall:  20.00%; FB1:  33.33  1
LOCAL_HUMANO_PAIS: precision:  52.94%; recall:  51.92%; FB1:  52.43  51
LOCAL_HUMANO_REGIAO: precision:  33.33%; recall:  11.11%; FB1:  16.67  3
 LOCAL_HUMANO_RUA: precision: 100.00%; recall:  11.11%; FB1:  20.00  1
LOCAL_VIRTUAL_COMSOCIAL: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
LOCAL_VIRTUAL_OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
LOCAL_VIRTUAL_SITIO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_ARTE_EDIFICIO: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
OBRA_ARTE_PINTURA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_FILME: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
OBRA_REPRODUZIDA_LIVRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
OBRA_REPRODUZIDA_MUSICA: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
ORGANIZACAO_INSTITUICAO_SUB: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
TEMPO_TEMPO_CALEND_DATA: precision:  71.83%; recall:  55.74%; FB1:  62.77  142
TEMPO_TEMPO_CALEND_HORA: precision: 100.00%; recall:  33.33%; FB1:  50.00  2
TEMPO_TEMPO_CALEND_INTERVALO: precision: 100.00%; recall:  40.00%; FB1:  57.14  4
