processed 4621 tokens with 370 phrases; found: 10 phrases; correct: 4.
accuracy:  79.03%; precision:  40.00%; recall:   1.08%; FB1:   2.11
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   6.52%; FB1:  12.24  3
             OBRA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
            TEMPO: precision:  20.00%; recall:   1.92%; FB1:   3.51  5
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
