precision: 56.88	recall: 51.52	FB1: 54.06	M_FB1: 54.07	accuracy: 91.34
precision: 49.99	recall: 25.32	FB1: 33.61	MFB1: 33.62	ACONTECIMENTO
precision: 63.08	recall: 14.39	FB1: 22.77	MFB1: 23.43	COISA
precision: 50.30	recall: 44.81	FB1: 47.05	MFB1: 47.39	ORGANIZACAO
precision: 80.32	recall: 61.89	FB1: 69.82	MFB1: 69.91	TEMPO
precision: 40.14	recall: 26.23	FB1: 30.12	MFB1: 31.72	OBRA
precision: 57.02	recall: 39.73	FB1: 46.73	MFB1: 46.83	VALOR
precision: 39.58	recall: 05.20	FB1: 08.87	MFB1: 09.18	OUTRO
precision: 58.12	recall: 72.68	FB1: 64.51	MFB1: 64.59	PESSOA
precision: 50.34	recall: 60.70	FB1: 55.00	MFB1: 55.03	LOCAL
precision: 31.20	recall: 08.66	FB1: 13.55	MFB1: 13.56	ABSTRACCAO
