precision: 47.11	recall: 42.68	FB1: 44.77	M_FB1: 44.78	accuracy: 89.41
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_OUTRO
precision: 34.54	recall: 22.16	FB1: 26.93	MFB1: 26.99	ACONTECIMENTO_ORGANIZADO
precision: 40.45	recall: 31.64	FB1: 34.95	MFB1: 35.51	ORGANIZACAO_ADMINISTRACAO
precision: 69.89	recall: 61.84	FB1: 65.52	MFB1: 65.62	TEMPO_TEMPO_CALEND
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE
precision: 03.57	recall: 01.67	FB1: 02.27	MFB1: 02.27	COISA_OBJECTO
precision: 56.31	recall: 70.56	FB1: 62.57	MFB1: 62.64	PESSOA_INDIVIDUAL
precision: 25.50	recall: 10.16	FB1: 14.30	MFB1: 14.53	LOCAL_FISICO
precision: 44.04	recall: 60.65	FB1: 50.85	MFB1: 51.03	LOCAL_HUMANO
precision: 40.35	recall: 35.03	FB1: 37.25	MFB1: 37.50	ORGANIZACAO_INSTITUICAO
precision: 38.06	recall: 30.62	FB1: 32.64	MFB1: 33.94	OBRA_REPRODUZIDA
precision: 18.60	recall: 06.25	FB1: 09.25	MFB1: 09.36	TEMPO_GENERICO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOIND
precision: 11.94	recall: 07.46	FB1: 09.08	MFB1: 09.18	COISA_CLASSE
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ACONTECIMENTO_EVENTO
precision: 06.63	recall: 05.18	FB1: 05.79	MFB1: 05.81	ABSTRACCAO_NOME
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_MEMBRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_POVO
precision: 06.25	recall: 02.27	FB1: 03.33	MFB1: 03.33	LOCAL_VIRTUAL
precision: 20.18	recall: 14.73	FB1: 16.23	MFB1: 17.03	PESSOA_GRUPOMEMBRO
precision: 15.28	recall: 32.50	FB1: 20.54	MFB1: 20.78	ABSTRACCAO_ESTADO
precision: 06.95	recall: 01.74	FB1: 02.78	MFB1: 02.78	ABSTRACCAO_DISCIPLINA
precision: 14.58	recall: 08.12	FB1: 10.26	MFB1: 10.43	TEMPO_DURACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	PESSOA_GRUPOCARGO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_MEMBROCLASSE
precision: 34.46	recall: 42.10	FB1: 37.69	MFB1: 37.90	VALOR_QUANTIDADE
precision: 64.88	recall: 17.19	FB1: 26.52	MFB1: 27.18	TEMPO_FREQUENCIA
precision: 61.56	recall: 27.84	FB1: 34.84	MFB1: 38.34	VALOR_MOEDA
precision: 16.67	recall: 09.53	FB1: 11.99	MFB1: 12.13	ACONTECIMENTO_EFEMERIDE
precision: 56.67	recall: 13.80	FB1: 22.09	MFB1: 22.19	VALOR_CLASSIFICACAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ABSTRACCAO_IDEIA
precision: 27.82	recall: 06.72	FB1: 10.42	MFB1: 10.83	ORGANIZACAO_EMPRESA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_SUBSTANCIA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	COISA_OUTRO
precision: 13.49	recall: 03.36	FB1: 05.20	MFB1: 05.38	OBRA_PLANO
precision: 35.90	recall: 20.52	FB1: 25.57	MFB1: 26.11	PESSOA_CARGO
