precision: 26.85	recall: 25.55	FB1: 26.14	M_FB1: 26.18	accuracy: 86.47
precision: 20.92	recall: 20.74	FB1: 20.78	MFB1: 20.83	ACONTECIMENTO
precision: 38.85	recall: 15.99	FB1: 22.33	MFB1: 22.66	COISA
precision: 36.89	recall: 24.58	FB1: 29.38	MFB1: 29.50	ORGANIZACAO
precision: 21.46	recall: 35.51	FB1: 26.73	MFB1: 26.75	TEMPO
precision: 06.14	recall: 07.38	FB1: 06.49	MFB1: 06.70	OBRA
precision: 17.41	recall: 18.95	FB1: 18.12	MFB1: 18.15	VALOR
precision: 08.98	recall: 10.58	FB1: 09.13	MFB1: 09.71	OUTRO
precision: 32.19	recall: 22.45	FB1: 26.44	MFB1: 26.45	PESSOA
precision: 40.79	recall: 39.43	FB1: 39.16	MFB1: 40.10	LOCAL
precision: 14.78	recall: 09.00	FB1: 11.11	MFB1: 11.19	ABSTRACCAO
