processed 4438 tokens with 350 phrases; found: 306 phrases; correct: 161.
accuracy:  91.84%; precision:  52.61%; recall:  46.00%; FB1:  49.09
       ABSTRACCAO: precision:  25.00%; recall:  40.00%; FB1:  30.77  8
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:  37.50%; recall:   6.38%; FB1:  10.91  8
            LOCAL: precision:  54.05%; recall:  56.34%; FB1:  55.17  74
             OBRA: precision:  14.29%; recall: 100.00%; FB1:  25.00  7
      ORGANIZACAO: precision:  38.89%; recall:  31.82%; FB1:  35.00  18
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  57.52%; recall:  73.86%; FB1:  64.68  113
            TEMPO: precision:  51.35%; recall:  35.85%; FB1:  42.22  37
            VALOR: precision:  58.54%; recall:  48.00%; FB1:  52.75  41
