processed 1056 tokens with 218 phrases; found: 241 phrases; correct: 98.
accuracy:  80.59%; precision:  40.66%; recall:  44.95%; FB1:  42.70
     I-ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
  I-ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
          I-COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
          I-LOCAL: precision:  60.00%; recall:  36.73%; FB1:  45.57  30
           I-OBRA: precision:  11.11%; recall:   4.00%; FB1:   5.88  9
    I-ORGANIZACAO: precision:  35.71%; recall:  31.25%; FB1:  33.33  14
          I-OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
         I-PESSOA: precision:  27.63%; recall:  63.64%; FB1:  38.53  76
          I-TEMPO: precision:  45.98%; recall:  59.70%; FB1:  51.95  87
          I-VALOR: precision: 100.00%; recall:  59.09%; FB1:  74.29  13
