precision: 70.66	recall: 41.91	FB1: 52.55	M_FB1: 52.61	accuracy: 96.54
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_ILHA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_OBRA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_LIVRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_OUTRO
precision: 75.00	recall: 33.34	FB1: 39.28	MFB1: 46.16	LOCAL_VIRTUAL_COMSOCIAL
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_REPRODUZIDA_FILME
precision: 41.25	recall: 14.12	FB1: 19.94	MFB1: 21.04	LOCAL_HUMANO_CONSTRUCAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	TEMPO_TEMPO_CALEND_HORA
precision: 33.33	recall: 09.52	FB1: 14.81	MFB1: 14.81	LOCAL_FISICO_RELEVO
precision: 75.00	recall: 10.20	FB1: 17.92	MFB1: 17.95	LOCAL_HUMANO_RUA
precision: 25.00	recall: 04.17	FB1: 07.14	MFB1: 07.14	OBRA_REPRODUZIDA_MUSICA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_EDIFICIO
precision: 50.00	recall: 08.12	FB1: 13.89	MFB1: 13.98	LOCAL_HUMANO_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ORGANIZACAO_EMPRESA_SUB
precision: 85.69	recall: 44.82	FB1: 56.80	MFB1: 58.85	TEMPO_TEMPO_CALEND_INTERVALO
precision: 75.00	recall: 25.83	FB1: 37.50	MFB1: 38.43	LOCAL_FISICO_AGUACURSO
precision: 76.81	recall: 58.52	FB1: 66.39	MFB1: 66.43	TEMPO_TEMPO_CALEND_DATA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_PLANETA
precision: 69.95	recall: 50.77	FB1: 57.52	MFB1: 58.84	LOCAL_HUMANO_PAIS
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_SITIO
precision: 14.58	recall: 04.45	FB1: 06.80	MFB1: 06.81	LOCAL_HUMANO_REGIAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ORGANIZACAO_ADMINISTRACAO_SUB
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	ORGANIZACAO_INSTITUICAO_SUB
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_PINTURA
precision: 12.50	recall: 06.25	FB1: 08.33	MFB1: 08.33	LOCAL_FISICO_AGUAMASSA
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_VIRTUAL_OUTRO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_CONSTRUCAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	LOCAL_FISICO_REGIAO
precision: 70.36	recall: 42.88	FB1: 53.11	MFB1: 53.29	LOCAL_HUMANO_DIVISAO
precision: 00.00	recall: 00.00	FB1: 00.00	MFB1: 00.00	OBRA_ARTE_OUTRO
