precision: 57.01	recall: 51.86	FB1: 54.30	M_FB1: 54.31	accuracy: 91.43
precision: 53.48	recall: 26.85	FB1: 35.72	MFB1: 35.75	ACONTECIMENTO
precision: 58.36	recall: 14.13	FB1: 22.05	MFB1: 22.76	COISA
precision: 50.35	recall: 45.74	FB1: 47.66	MFB1: 47.94	ORGANIZACAO
precision: 79.76	recall: 61.90	FB1: 69.60	MFB1: 69.70	TEMPO
precision: 40.59	recall: 25.85	FB1: 29.98	MFB1: 31.58	OBRA
precision: 59.30	recall: 41.21	FB1: 48.50	MFB1: 48.63	VALOR
precision: 39.58	recall: 05.20	FB1: 08.87	MFB1: 09.18	OUTRO
precision: 57.91	recall: 72.92	FB1: 64.49	MFB1: 64.56	PESSOA
precision: 50.84	recall: 61.00	FB1: 55.42	MFB1: 55.46	LOCAL
precision: 31.72	recall: 08.38	FB1: 13.24	MFB1: 13.25	ABSTRACCAO
