processed 7730 tokens with 721 phrases; found: 20 phrases; correct: 4.
accuracy:  78.63%; precision:  20.00%; recall:   0.55%; FB1:   1.08
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            LOCAL: precision: 100.00%; recall:   3.20%; FB1:   6.20  4
             OBRA: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
      ORGANIZACAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
            TEMPO: precision:   0.00%; recall:   0.00%; FB1:   0.00  3
            VALOR: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
