precision: 53.11	recall: 49.63	FB1: 51.30	M_FB1: 51.31	accuracy: 90.91
precision: 61.45	recall: 28.98	FB1: 39.22	MFB1: 39.39	ACONTECIMENTO
precision: 22.80	recall: 09.38	FB1: 13.04	MFB1: 13.29	COISA
precision: 57.31	recall: 42.70	FB1: 48.66	MFB1: 48.94	ORGANIZACAO
precision: 70.13	recall: 58.91	FB1: 63.98	MFB1: 64.03	TEMPO
precision: 39.67	recall: 22.62	FB1: 28.21	MFB1: 28.81	OBRA
precision: 56.55	recall: 51.16	FB1: 53.39	MFB1: 53.72	VALOR
precision: 51.55	recall: 19.35	FB1: 27.59	MFB1: 28.14	OUTRO
precision: 52.63	recall: 67.86	FB1: 59.22	MFB1: 59.28	PESSOA
precision: 47.60	recall: 60.14	FB1: 53.10	MFB1: 53.14	LOCAL
precision: 19.81	recall: 06.95	FB1: 10.16	MFB1: 10.29	ABSTRACCAO
