processed 9158 tokens with 907 phrases; found: 813 phrases; correct: 474.
accuracy:  90.38%; precision:  58.30%; recall:  52.26%; FB1:  55.12
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  10
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  2
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
            LOCAL: precision:  64.39%; recall:  61.11%; FB1:  62.71  205
             OBRA: precision:  21.21%; recall:  29.17%; FB1:  24.56  33
      ORGANIZACAO: precision:  45.67%; recall:  48.33%; FB1:  46.96  127
            OUTRO: precision: 100.00%; recall:   5.26%; FB1:  10.00  1
           PESSOA: precision:  53.17%; recall:  68.37%; FB1:  59.82  252
            TEMPO: precision:  80.99%; recall:  64.05%; FB1:  71.53  121
            VALOR: precision:  78.57%; recall:  62.86%; FB1:  69.84  56
