processed 9373 tokens with 790 phrases; found: 640 phrases; correct: 319.
accuracy:  90.17%; precision:  49.84%; recall:  40.38%; FB1:  44.62
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
    ACONTECIMENTO: precision:  40.00%; recall:  11.11%; FB1:  17.39  10
            COISA: precision: 100.00%; recall:   2.50%; FB1:   4.88  1
            LOCAL: precision:  52.22%; recall:  58.02%; FB1:  54.97  180
             OBRA: precision:  31.58%; recall:  15.79%; FB1:  21.05  19
      ORGANIZACAO: precision:  45.21%; recall:  23.57%; FB1:  30.99  73
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  42.74%; recall:  66.03%; FB1:  51.89  241
            TEMPO: precision:  82.76%; recall:  57.14%; FB1:  67.61  87
            VALOR: precision:  26.09%; recall:  11.32%; FB1:  15.79  23
