processed 3518 tokens with 342 phrases; found: 344 phrases; correct: 77.
accuracy:  83.00%; precision:  22.38%; recall:  22.51%; FB1:  22.45
       ABSTRACCAO: precision:   0.00%; recall:   0.00%; FB1:   0.00  4
    ACONTECIMENTO: precision:   0.00%; recall:   0.00%; FB1:   0.00  6
            COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  1
            LOCAL: precision:  56.52%; recall:  39.39%; FB1:  46.43  46
             OBRA: precision:   0.00%; recall:   0.00%; FB1:   0.00  16
      ORGANIZACAO: precision:  46.43%; recall:  22.81%; FB1:  30.59  28
            OUTRO: precision: 100.00%; recall:  25.00%; FB1:  40.00  1
           PESSOA: precision:  21.21%; recall:  11.29%; FB1:  14.74  33
            TEMPO: precision:  13.29%; recall:  33.82%; FB1:  19.09  173
            VALOR: precision:  19.44%; recall:  16.67%; FB1:  17.95  36
