processed 6972 tokens with 1362 phrases; found: 854 phrases; correct: 499.
accuracy:  85.15%; precision:  58.43%; recall:  36.64%; FB1:  45.04
     I-ABSTRACCAO: precision:  21.43%; recall:   3.70%; FB1:   6.32  14
  I-ACONTECIMENTO: precision:  81.58%; recall:  33.33%; FB1:  47.33  38
          I-COISA: precision:   0.00%; recall:   0.00%; FB1:   0.00  11
          I-LOCAL: precision:  60.27%; recall:  47.57%; FB1:  53.17  146
           I-OBRA: precision:  36.36%; recall:  19.05%; FB1:  25.00  44
    I-ORGANIZACAO: precision:  43.14%; recall:  21.57%; FB1:  28.76  51
          I-OUTRO: precision: 100.00%; recall:  22.22%; FB1:  36.36  2
         I-PESSOA: precision:  83.33%; recall:  30.20%; FB1:  44.33  162
          I-TEMPO: precision:  53.17%; recall:  58.31%; FB1:  55.62  363
          I-VALOR: precision:  39.13%; recall:  39.13%; FB1:  39.13  23
