processed 6035 tokens with 525 phrases; found: 497 phrases; correct: 295.
accuracy:  92.59%; precision:  59.36%; recall:  56.19%; FB1:  57.73
       ABSTRACCAO: precision:  42.86%; recall:  14.29%; FB1:  21.43  7
    ACONTECIMENTO: precision: 100.00%; recall:  27.59%; FB1:  43.24  8
            COISA: precision:  25.00%; recall:  10.00%; FB1:  14.29  4
            LOCAL: precision:  48.89%; recall:  61.11%; FB1:  54.32  135
             OBRA: precision:  51.85%; recall:  48.28%; FB1:  50.00  27
      ORGANIZACAO: precision:  54.35%; recall:  52.08%; FB1:  53.19  46
            OUTRO: precision:   0.00%; recall:   0.00%; FB1:   0.00  0
           PESSOA: precision:  63.16%; recall:  67.69%; FB1:  65.35  209
            TEMPO: precision:  79.63%; recall:  60.56%; FB1:  68.80  54
            VALOR: precision:  42.86%; recall:  33.33%; FB1:  37.50  7
